class,amount-observed,amount-collected,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,articles,articles-top,page,internet-mentions,twitter-mentions,region,population,habitat
e,3669,2525,x,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,14.0,9.0,2655,8719,6129,eu,v,d
p,3824,2789,x,f,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,13.0,8.0,1957,12710,9444,af,s,d
p,2686,1929,f,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,15.0,8.0,2854,8467,7347,au,v,l
e,4141,3215,x,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,8.0,4.0,1392,10723,7207,eu,s,g
e,4138,2874,x,f,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,3.0,2.0,2537,10838,7423,sa,v,d
p,1988,1316,f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,11.0,7.0,1551,9200,6483,sa,v,d
e,3474,2382,f,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,18.0,11.0,2121,15446,11501,sa,y,d
p,4683,3588,k,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,19.0,10.0,1515,12329,8479,af,v,p
p,5273,3135,x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,11.0,7.0,477,11274,7730,eu,v,d
p,4609,3510,x,f,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,7.0,4.0,3279,12149,8182,sa,v,d
p,1940,1423,f,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,7.0,5.0,3193,13556,9675,as,v,p
p,2707,2012,x,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,4.0,2.0,1076,18016,12467,af,v,p
e,2125,1520,x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,10.0,6.0,751,10052,7535,eu,v,d
e,4234,3151,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,18.0,10.0,1686,7771,5707,eu,y,p
e,2977,2270,x,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,0.0,0.0,1277,9499,7015,na,a,g
p,3141,2414,f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,9.0,5.0,1182,14667,9735,eu,y,p
p,3000,2229,x,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,8.0,5.0,22,7051,4653,as,v,d
p,3300,2457,x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,19.0,13.0,1980,9571,6299,au,y,p
e,2196,1569,k,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,13.0,8.0,87,12424,9257,eu,s,g
e,2106,1526,f,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,1.0,0.0,1840,9667,6989,au,a,g
p,2801,1806,x,s,b,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,9.0,6.0,785,10617,7615,sa,s,u
p,2562,1890,x,f,p,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,12.0,6.0,1968,12856,8386,eu,v,d
e,3728,2497,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,16.0,10.0,3451,15538,10880,af,s,g
p,3497,2434,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,11.0,6.0,343,10291,7552,au,y,g
e,2943,2259,x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,o,17.0,10.0,2982,13379,9674,na,v,l
e,1655,1162,f,f,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,19.0,12.0,3008,16475,12028,af,y,d
p,4087,2786,f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,15.0,8.0,1655,10895,7233,au,y,d
e,3588,2789,f,s,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,11.0,6.0,183,9015,6780,sa,c,w
e,3340,2200,f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,12.0,7.0,1054,10322,7899,na,y,d
p,4036,2954,k,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,5.0,3.0,2327,6612,4472,au,v,l
p,3269,2551,f,s,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,12.0,8.0,3343,11163,7172,au,v,d
p,2766,1929,f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,6.0,4.0,1654,6442,4791,na,v,g
e,4204,3227,x,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,1.0,1.0,3529,14945,11554,sa,v,d
e,1977,1532,f,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,13.0,8.0,2819,20687,13540,af,v,d
e,4046,2659,x,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,12.0,8.0,219,10108,6723,af,s,g
e,4291,3481,f,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,6.0,4.0,732,10369,7244,na,a,g
e,4323,2936,x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,2.0,1.0,1637,10824,7663,as,y,d
e,2792,2072,k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,10.0,6.0,3649,6377,4990,au,v,l
p,3385,2440,x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,10.0,6.0,3534,6952,5159,au,s,g
p,3457,2431,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,19.0,12.0,1112,13180,9134,af,v,p
p,3073,1871,x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,19.0,12.0,627,14173,9703,sa,v,d
p,2940,2085,k,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,11.0,7.0,2343,8991,6370,eu,v,p
p,4150,2469,k,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,6.0,4.0,277,9560,6768,sa,v,d
e,1050,683,f,y,u,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,12.0,6.0,3435,9266,5655,sa,v,d
e,3836,2667,f,f,n,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,4.0,2.0,2828,9618,6581,sa,v,l
p,2314,1620,k,s,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,14.0,8.0,1863,12373,8252,sa,v,d
e,1689,1073,f,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,6.0,4.0,1607,5215,3645,au,a,g
p,4308,2839,x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,17.0,13.0,1186,9938,8339,sa,y,d
p,4733,3371,f,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,9.0,5.0,232,9956,6613,sa,v,p
e,2876,2060,x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,6.0,3.0,2229,14118,10007,na,s,g
e,4119,2796,x,y,r,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,14.0,10.0,1137,12120,9310,as,v,d
e,2839,2229,x,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,0.0,0.0,1889,11285,8108,sa,y,d
p,3328,2436,x,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,3.0,2.0,642,12214,8901,na,v,d
p,5261,3652,x,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,5.0,3.0,1256,6398,4411,na,s,g
p,3347,2121,k,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,4.0,2.0,3186,10207,7684,eu,v,p
e,2156,1460,f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,18.0,9.0,1893,4267,2684,sa,y,d
e,2308,1510,x,s,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,9.0,5.0,2234,15128,11586,eu,n,g
p,3871,2707,x,f,g,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,11.0,5.0,2254,5092,3822,as,v,d
p,5634,4277,k,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,8.0,5.0,2541,10581,7359,af,v,d
e,3121,1904,f,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,15.0,9.0,1439,9502,6974,na,y,d
p,2916,1946,f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,19.0,11.0,3760,8656,6421,na,y,g
p,3163,2232,x,s,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,3.0,2.0,1105,11679,6909,af,v,d
p,4441,2907,x,s,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,5.0,4.0,1925,13747,9481,au,s,d
e,2886,2204,b,s,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,18.0,10.0,3807,13016,8862,na,n,g
e,2886,2068,f,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,0.0,0.0,1495,9700,7290,af,s,g
e,2186,1507,f,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,11.0,7.0,1531,6041,4087,sa,v,d
p,3955,3003,x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,6.0,4.0,2571,11495,7571,eu,y,p
e,2746,2241,x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,3.0,2.0,135,13979,10284,as,y,g
e,2837,1976,k,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,7.0,4.0,1101,7696,5827,na,n,g
e,3299,2367,f,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,16.0,11.0,1656,7998,5600,af,y,d
p,2762,2042,x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,18.0,11.0,2097,9151,6846,au,y,d
p,5089,3895,f,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,18.0,11.0,3606,10350,7130,au,v,d
e,3332,2467,x,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,8.0,4.0,2971,13267,8166,au,v,d
p,2729,1865,f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,5.0,3.0,3012,11971,9009,sa,y,g
e,876,654,f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,8.0,4.0,2919,10238,7646,au,y,g
e,2315,1734,b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,13.0,8.0,3609,9324,6535,af,n,g
e,2526,1848,f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,6.0,4.0,200,10630,6872,eu,v,d
e,2770,1991,k,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,b,12.0,7.0,3596,12837,8345,as,c,l
e,2986,2112,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,10.0,6.0,3622,12266,8664,na,s,g
e,4357,2713,b,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,8.0,5.0,97,10995,7525,sa,s,g
p,2688,1901,f,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,19.0,11.0,463,6451,4674,eu,v,l
e,3458,2361,f,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,0.0,0.0,2329,8611,5818,na,y,d
e,2804,1930,x,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,8.0,5.0,1817,4731,2892,af,y,d
p,2780,1879,f,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,4.0,2.0,448,11407,7331,eu,v,p
e,2380,1652,f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,18.0,11.0,1756,6865,4324,sa,a,g
e,1945,1068,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,7.0,5.0,1393,12094,8864,na,n,g
e,4409,3311,x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,17.0,12.0,3176,11054,7658,sa,v,d
p,2770,1846,k,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,10.0,6.0,1855,8042,5281,af,v,d
e,3517,2596,x,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,17.0,11.0,3291,9046,6038,au,v,d
e,1921,1179,f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,12.0,6.0,1240,11626,8341,eu,s,g
e,4055,2846,x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,15.0,9.0,1992,16279,11457,na,y,u
e,4205,2526,f,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,18.0,11.0,1942,12302,9431,af,v,d
e,3022,2043,x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,1.0,1.0,3082,12752,8409,sa,y,d
e,2336,1491,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,8.0,4.0,1524,9276,7012,eu,s,p
p,2555,1784,k,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,17.0,11.0,3117,11500,8601,au,v,p
p,3870,2750,f,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,7.0,4.0,245,8232,5859,eu,v,l
p,3671,2595,f,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,8.0,5.0,764,12005,8674,af,v,u
p,2370,1743,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,5.0,3.0,766,10155,7181,au,y,p
p,2016,1582,f,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,2.0,1.0,3159,13492,9066,au,v,l
e,2841,1978,x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,19.0,11.0,2341,11713,7577,eu,s,m
e,2963,1978,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,1.0,1.0,1350,8646,6125,af,s,p
e,3997,2486,f,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,0.0,0.0,1633,18060,13124,eu,y,d
e,2630,1871,x,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,14.0,9.0,2944,11440,7704,au,a,g
p,4703,3435,x,y,n,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,11.0,7.0,1593,7129,5047,as,c,d
p,3525,2425,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,19.0,9.0,975,4028,2678,sa,v,g
p,3364,2419,x,s,g,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,14.0,8.0,2843,12117,8184,af,s,u
e,3343,2133,b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,5.0,3.0,3206,8022,5192,eu,s,m
e,3825,2654,k,y,p,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,11.0,7.0,2092,10061,5499,af,c,w
e,3763,2960,f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,0.0,0.0,2051,11046,7256,af,s,g
p,3824,2541,x,s,w,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,7.0,4.0,2305,8460,6518,na,s,g
p,2693,1818,x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,10.0,6.0,634,10086,7280,au,v,p
p,3205,2200,f,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,7.0,5.0,3593,9219,7137,eu,v,p
p,2278,1593,f,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,1.0,1.0,2157,15646,11312,af,v,p
e,2382,1981,f,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,10.0,6.0,3508,13137,9777,af,a,g
p,2055,1419,x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,15.0,8.0,555,12903,9434,af,v,u
p,3572,2427,k,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,6.0,4.0,1797,10887,6099,af,v,p
p,2977,2165,k,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,2.0,1.0,1159,8691,5798,sa,v,d
e,3531,2356,f,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,5.0,3.0,1432,13296,9533,au,y,d
e,4198,2767,x,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,5.0,3.0,1417,13062,9323,sa,y,d
p,1693,1213,f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,10.0,5.0,3594,15520,10774,as,v,d
p,3809,2822,k,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,13.0,7.0,354,10593,8203,sa,v,d
e,3417,2600,f,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,10.0,5.0,184,10593,7529,af,v,d
p,3172,2175,f,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,0.0,0.0,310,8501,6036,af,v,l
e,2861,2044,x,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,15.0,10.0,2863,13519,9680,eu,v,d
e,2861,1879,f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,14.0,9.0,855,14165,9861,as,v,d
e,3226,2199,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,6.0,4.0,1171,14129,10670,as,c,l
e,2330,1709,x,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,18.0,10.0,1152,16992,12900,as,v,d
e,1952,1405,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,17.0,10.0,3291,7895,6389,as,s,m
e,3104,2124,x,s,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,11.0,6.0,3701,11884,7827,na,c,w
p,3056,2165,x,s,g,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,14.0,8.0,1377,13758,9356,as,v,g
p,3855,2782,f,y,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,17.0,11.0,3389,5223,3445,as,v,p
e,4303,3023,x,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,5.0,4.0,2046,15856,11094,sa,y,d
p,3121,2129,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,17.0,9.0,3189,7815,5497,af,y,g
e,2793,1926,b,s,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,9.0,5.0,2447,12442,9150,na,n,g
p,2212,1517,f,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,5.0,4.0,1455,6372,4170,na,v,l
e,3883,2865,x,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,2.0,1.0,1559,17405,12321,af,v,d
e,3348,2261,x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,10.0,6.0,1826,10353,7202,sa,s,g
p,2154,1428,x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,19.0,12.0,2242,12003,8463,eu,v,d
p,2864,2178,x,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,15.0,10.0,842,16616,11852,na,v,l
p,2938,2089,f,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,19.0,13.0,3665,7474,5622,sa,v,d
p,3896,2730,f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,11.0,7.0,3772,10093,7166,eu,y,p
p,3147,2570,f,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,17.0,9.0,808,7625,5072,as,v,p
e,2759,1577,x,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,0.0,0.0,2883,10703,6902,au,a,g
e,2570,1612,x,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,5.0,3.0,2309,10973,7466,as,n,g
p,3479,2588,f,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,9.0,5.0,686,9580,7154,na,v,d
p,3110,1994,x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,10.0,7.0,2078,10870,7733,as,v,g
e,3068,2190,x,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,4.0,2.0,2442,14512,10123,eu,a,g
p,1870,1407,x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,12.0,8.0,2514,9971,7555,af,y,d
e,2273,1421,k,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,13.0,8.0,630,11852,7156,au,s,g
e,4112,3057,x,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,15.0,9.0,873,9380,7236,sa,y,d
e,3863,2858,x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,6.0,4.0,164,8684,6732,na,y,g
p,2551,1920,f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,0.0,0.0,1612,5917,4333,eu,v,g
p,2047,1428,f,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,4.0,2.0,991,4241,2918,sa,v,d
e,2901,2222,x,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,7.0,5.0,3146,12101,8204,sa,v,d
p,1429,949,x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,18.0,12.0,1389,12751,10336,af,y,d
p,2392,1894,x,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,,,1512,8575,6083,af,v,d
e,2929,2141,f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,8.0,6.0,1962,11049,7297,sa,v,d
e,2346,1569,b,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,19.0,10.0,621,10849,8305,na,n,g
e,2817,1921,b,s,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,14.0,7.0,3734,9614,5865,sa,n,g
e,3085,2279,x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,7.0,4.0,3434,13148,9498,na,v,d
p,3446,2500,f,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,9.0,5.0,2942,11332,7737,sa,v,l
p,2680,2026,x,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,9.0,5.0,1184,11843,8031,au,s,u
e,2708,1989,x,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,17.0,13.0,2290,12607,9107,na,a,g
e,3124,2111,x,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,5.0,3.0,684,10203,6951,eu,s,g
e,3395,2270,x,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,9.0,6.0,1634,10184,7118,eu,a,g
e,2859,1935,x,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,10.0,6.0,2629,18344,14123,as,y,d
p,1643,1093,f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,1.0,1.0,768,16445,11935,sa,y,g
p,1653,1158,f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,18.0,11.0,3743,12469,9096,as,v,d
e,3287,2215,f,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,15.0,8.0,151,8831,6144,as,a,g
e,3969,2899,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,15.0,8.0,1193,6385,3730,au,s,g
e,3744,2543,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,11.0,7.0,667,8448,5729,sa,s,g
p,3031,2123,x,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,2.0,1.0,3127,13446,10296,eu,v,p
e,2470,1397,f,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,10.0,7.0,304,8450,6486,eu,y,d
e,3630,2598,k,s,n,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,0.0,0.0,1663,12108,7700,af,c,w
e,3565,2621,k,s,p,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,18.0,12.0,3265,11689,6975,eu,c,w
p,3034,2195,k,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,17.0,11.0,3258,8188,5925,sa,v,d
e,2918,1632,f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,19.0,13.0,1442,9423,5636,au,y,d
p,3352,2212,c,y,w,t,n,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,12.0,7.0,3488,16659,12237,af,c,l
p,3832,2830,x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,18.0,11.0,1010,11727,7959,na,v,u
p,3883,2859,x,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,13.0,7.0,1290,14713,12034,au,v,l
p,2590,1730,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,12.0,6.0,1918,7524,5771,na,y,d
p,1927,1346,x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,5.0,3.0,1115,11262,7856,eu,v,p
e,3393,2394,f,s,n,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,17.0,11.0,1107,4891,3675,af,c,w
p,2324,1680,b,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,9.0,5.0,701,8792,5841,na,v,m
e,2241,1516,x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,14.0,8.0,2316,11020,7346,af,y,d
p,4141,2856,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,6.0,3.0,3175,14585,9967,as,v,u
e,2291,1550,x,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,2.0,1.0,721,12305,8092,as,v,d
e,2412,1603,x,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,4.0,3.0,1849,6915,4885,na,y,d
p,1579,1115,x,f,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,8.0,4.0,1963,14196,9583,af,v,d
p,4211,3149,k,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,0.0,0.0,914,10034,7024,na,v,d
p,3454,2631,x,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,7.0,4.0,751,6070,4022,na,v,p
p,2952,2100,f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,0.0,0.0,1470,11064,8011,na,s,u
e,3551,2514,f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,19.0,12.0,2857,6946,4828,as,a,g
p,3359,2296,f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,5.0,3.0,298,9529,6711,as,y,g
